0;500000000000000000;0;4900000000000000000
20000000000000000;500000000000000000;0;4900000000000000000
40000000000000000;500000000000000000;160000000000000000;4900000000000000000
59999999999999900;500000000000000000;650000000000000000;4900000000000000000
80000000000000000;500000000000000000;910000000000000000;4900000000000000000
100000000000000000;500000000000000000;1030000000000000000;4900000000000000000
120000000000000000;500000000000000000;1199999999999990000;4900000000000000000
140000000000000000;500000000000000000;1300000000000000000;4900000000000000000
160000000000000000;500000000000000000;1449999999999990000;4900000000000000000
179999999999999000;500000000000000000;1429999999999990000;4900000000000000000
199999999999999000;500000000000000000;1489999999999990000;4900000000000000000
219999999999999000;500000000000000000;1610000000000000000;4900000000000000000
239999999999999000;500000000000000000;1620000000000000000;4900000000000000000
259999999999999000;500000000000000000;1699999999999990000;4900000000000000000
279999999999999000;500000000000000000;1719999999999990000;4900000000000000000
299999999999999000;500000000000000000;1659999999999990000;4900000000000000000
320000000000000000;500000000000000000;1709999999999990000;4900000000000000000
340000000000000000;500000000000000000;1689999999999990000;4900000000000000000
360000000000000000;500000000000000000;1649999999999990000;4900000000000000000
380000000000000000;500000000000000000;1699999999999990000;4900000000000000000
400000000000000000;500000000000000000;1689999999999990000;4900000000000000000
420000000000000000;500000000000000000;1699999999999990000;4900000000000000000
440000000000000000;500000000000000000;1810000000000000000;4900000000000000000
460000000000000000;500000000000000000;1709999999999990000;4900000000000000000
480000000000000000;500000000000000000;1739999999999990000;4900000000000000000
500000000000000000;500000000000000000;1719999999999990000;4900000000000000000
520000000000000000;500000000000000000;1750000000000000000;4900000000000000000
540000000000000000;500000000000000000;1800000000000000000;4900000000000000000
560000000000000000;500000000000000000;1750000000000000000;4900000000000000000
580000000000000000;500000000000000000;1739999999999990000;4900000000000000000
600000000000000000;500000000000000000;1739999999999990000;4900000000000000000
620000000000000000;500000000000000000;1699999999999990000;4900000000000000000
640000000000000000;500000000000000000;1709999999999990000;4900000000000000000
660000000000000000;500000000000000000;1679999999999990000;4900000000000000000
680000000000000000;500000000000000000;1669999999999990000;4900000000000000000
700000000000000000;500000000000000000;1729999999999990000;4900000000000000000
720000000000000000;500000000000000000;1699999999999990000;4900000000000000000
740000000000000000;500000000000000000;1739999999999990000;4900000000000000000
760000000000000000;500000000000000000;1729999999999990000;4900000000000000000
780000000000000000;500000000000000000;1679999999999990000;4900000000000000000
800000000000000000;500000000000000000;1739999999999990000;4900000000000000000
820000000000000000;500000000000000000;1689999999999990000;4900000000000000000
840000000000000000;500000000000000000;1610000000000000000;4900000000000000000
