0;0;0;4900000000000000000
20000000000000000;0;0;4900000000000000000
40000000000000000;0;1000000000000000000;4900000000000000000
59999999999999900;0;1989999999999990000;4900000000000000000
80000000000000000;0;2620000000000000000;4900000000000000000
100000000000000000;0;3209999999999990000;4900000000000000000
120000000000000000;0;3620000000000000000;4900000000000000000
140000000000000000;0;3810000000000000000;4900000000000000000
160000000000000000;0;3990000000000000000;4900000000000000000
179999999999999000;0;4000000000000000000;4900000000000000000
199999999999999000;0;4089999999999990000;4900000000000000000
219999999999999000;0;4150000000000000000;4900000000000000000
239999999999999000;0;4110000000000000000;4900000000000000000
259999999999999000;0;4129999999999990000;4900000000000000000
279999999999999000;0;4169999999999990000;4900000000000000000
299999999999999000;0;4230000000000000000;4900000000000000000
320000000000000000;0;4250000000000000000;4900000000000000000
340000000000000000;0;4209999999999990000;4900000000000000000
360000000000000000;0;4240000000000000000;4900000000000000000
380000000000000000;0;4230000000000000000;4900000000000000000
400000000000000000;0;4200000000000000000;4900000000000000000
420000000000000000;0;4190000000000000000;4900000000000000000
440000000000000000;0;4250000000000000000;4900000000000000000
460000000000000000;0;4250000000000000000;4900000000000000000
480000000000000000;0;4179999999999990000;4900000000000000000
500000000000000000;0;4209999999999990000;4900000000000000000
520000000000000000;0;4179999999999990000;4900000000000000000
540000000000000000;0;4219999999999990000;4900000000000000000
560000000000000000;0;4250000000000000000;4900000000000000000
580000000000000000;0;4200000000000000000;4900000000000000000
600000000000000000;0;4129999999999990000;4900000000000000000
620000000000000000;0;4169999999999990000;4900000000000000000
640000000000000000;0;4179999999999990000;4900000000000000000
660000000000000000;0;4269999999999990000;4900000000000000000
680000000000000000;0;4209999999999990000;4900000000000000000
700000000000000000;0;4169999999999990000;4900000000000000000
720000000000000000;0;4179999999999990000;4900000000000000000
740000000000000000;0;4240000000000000000;4900000000000000000
760000000000000000;0;4230000000000000000;4900000000000000000
780000000000000000;0;4240000000000000000;4900000000000000000
800000000000000000;0;4240000000000000000;4900000000000000000
820000000000000000;0;4190000000000000000;4900000000000000000
840000000000000000;0;4209999999999990000;4900000000000000000
860000000000000000;0;4250000000000000000;4900000000000000000
880000000000000000;0;4219999999999990000;4900000000000000000
900000000000000000;0;4169999999999990000;4900000000000000000
920000000000000000;0;4129999999999990000;4900000000000000000
940000000000000000;0;4219999999999990000;4900000000000000000
960000000000000000;0;4250000000000000000;4900000000000000000
980000000000000000;0;4190000000000000000;4900000000000000000
1000000000000000000;-500000000000000000;4190000000000000000;4115999999999990000
1020000000000000000;-500000000000000000;4160000000000000000;4164000000000000000
1040000000000000000;-500000000000000000;4139999999999990000;4196000000000000000
1060000000000000000;-500000000000000000;4009999999999990000;4404000000000000000
1080000000000000000;-500000000000000000;3919999999999990000;4548000000000000000
1100000000000000000;-500000000000000000;3919999999999990000;4548000000000000000
1120000000000000000;-500000000000000000;3910000000000000000;4564000000000000000
1140000000000000000;-500000000000000000;3930000000000000000;4532000000000000000
1160000000000000000;-500000000000000000;3910000000000000000;4564000000000000000
1180000000000000000;-500000000000000000;3959999999999990000;4484000000000000000
1200000000000000000;-500000000000000000;3970000000000000000;4467999999999990000
1220000000000000000;-500000000000000000;3959999999999990000;4484000000000000000
1240000000000000000;-500000000000000000;3919999999999990000;4548000000000000000
1260000000000000000;-500000000000000000;3910000000000000000;4564000000000000000
1280000000000000000;-500000000000000000;3859999999999990000;4644000000000000000
1300000000000000000;-500000000000000000;3959999999999990000;4484000000000000000
1320000000000000000;-500000000000000000;3939999999999990000;4516000000000000000
1340000000000000000;-500000000000000000;3919999999999990000;4548000000000000000
1360000000000000000;-500000000000000000;3859999999999990000;4644000000000000000
1380000000000000000;-500000000000000000;3959999999999990000;4484000000000000000
1400000000000000000;-500000000000000000;3939999999999990000;4516000000000000000
1420000000000000000;-500000000000000000;3919999999999990000;4548000000000000000
1440000000000000000;-500000000000000000;3979999999999990000;4452000000000000000
1460000000000000000;-500000000000000000;3939999999999990000;4516000000000000000
1480000000000000000;-500000000000000000;3910000000000000000;4564000000000000000
1500000000000000000;-500000000000000000;3910000000000000000;4564000000000000000
1520000000000000000;-500000000000000000;3930000000000000000;4532000000000000000
1540000000000000000;-500000000000000000;3930000000000000000;4532000000000000000
1560000000000000000;-500000000000000000;3910000000000000000;4564000000000000000
1580000000000000000;-500000000000000000;3919999999999990000;4548000000000000000
1600000000000000000;-500000000000000000;3930000000000000000;4532000000000000000
1620000000000000000;-500000000000000000;3939999999999990000;4516000000000000000
1640000000000000000;-500000000000000000;3950000000000000000;4500000000000000000
1660000000000000000;-500000000000000000;3939999999999990000;4516000000000000000
1680000000000000000;-500000000000000000;3970000000000000000;4467999999999990000
1700000000000000000;-500000000000000000;3859999999999990000;4644000000000000000
1720000000000000000;-500000000000000000;3979999999999990000;4452000000000000000
1740000000000000000;-500000000000000000;3899999999999990000;4580000000000000000
1760000000000000000;-500000000000000000;3979999999999990000;4452000000000000000
1780000000000000000;-500000000000000000;3859999999999990000;4644000000000000000
1800000000000000000;-500000000000000000;3979999999999990000;4452000000000000000
