0,00;6599999999999990000,00;0,00
20000000000000000,00;6599999999999990000,00;0,00
40000000000000000,00;6599999999999990000,00;1040000000000000000,00
59999999999999900,00;6599999999999990000,00;2169999999999990000,00
80000000000000000,00;6599999999999990000,00;3220000000000000000,00
100000000000000000,00;6599999999999990000,00;3819999999999990000,00
120000000000000000,00;6599999999999990000,00;4280000000000000000,00
140000000000000000,00;6599999999999990000,00;4599999999999990000,00
160000000000000000,00;6599999999999990000,00;4740000000000000000,00
179999999999999000,00;6599999999999990000,00;4919999999999990000,00
199999999999999000,00;6599999999999990000,00;5000000000000000000,00
219999999999999000,00;6599999999999990000,00;5000000000000000000,00
239999999999999000,00;6599999999999990000,00;5000000000000000000,00
259999999999999000,00;6599999999999990000,00;5000000000000000000,00
279999999999999000,00;6599999999999990000,00;5000000000000000000,00
299999999999999000,00;6599999999999990000,00;5000000000000000000,00
320000000000000000,00;6599999999999990000,00;5000000000000000000,00
340000000000000000,00;6599999999999990000,00;5000000000000000000,00
360000000000000000,00;6599999999999990000,00;5000000000000000000,00
380000000000000000,00;6599999999999990000,00;5000000000000000000,00
400000000000000000,00;6599999999999990000,00;5000000000000000000,00
420000000000000000,00;6599999999999990000,00;5000000000000000000,00
440000000000000000,00;6599999999999990000,00;5000000000000000000,00
460000000000000000,00;6599999999999990000,00;5000000000000000000,00
480000000000000000,00;6599999999999990000,00;5000000000000000000,00
500000000000000000,00;6599999999999990000,00;5000000000000000000,00
520000000000000000,00;6599999999999990000,00;5000000000000000000,00
540000000000000000,00;6599999999999990000,00;5000000000000000000,00
560000000000000000,00;6599999999999990000,00;5000000000000000000,00
580000000000000000,00;6599999999999990000,00;5000000000000000000,00
600000000000000000,00;6599999999999990000,00;5000000000000000000,00
620000000000000000,00;6599999999999990000,00;5000000000000000000,00
640000000000000000,00;6599999999999990000,00;5000000000000000000,00
660000000000000000,00;6599999999999990000,00;5000000000000000000,00
680000000000000000,00;6599999999999990000,00;5000000000000000000,00
700000000000000000,00;6599999999999990000,00;5000000000000000000,00
720000000000000000,00;6599999999999990000,00;5000000000000000000,00
740000000000000000,00;6599999999999990000,00;5000000000000000000,00
760000000000000000,00;6599999999999990000,00;5000000000000000000,00
780000000000000000,00;6599999999999990000,00;5000000000000000000,00
800000000000000000,00;6599999999999990000,00;5000000000000000000,00
820000000000000000,00;6599999999999990000,00;5000000000000000000,00
840000000000000000,00;6599999999999990000,00;4969999999999990000,00
860000000000000000,00;6599999999999990000,00;5000000000000000000,00
880000000000000000,00;6599999999999990000,00;5000000000000000000,00
900000000000000000,00;6599999999999990000,00;5000000000000000000,00
920000000000000000,00;6599999999999990000,00;5000000000000000000,00
940000000000000000,00;6599999999999990000,00;5000000000000000000,00
960000000000000000,00;6599999999999990000,00;5000000000000000000,00
980000000000000000,00;6599999999999990000,00;5000000000000000000,00
1000000000000000000,00;4599999999999990000,00;5000000000000000000,00
1020000000000000000,00;4599999999999990000,00;5000000000000000000,00
1040000000000000000,00;4599999999999990000,00;4929999999999990000,00
1060000000000000000,00;4599999999999990000,00;4709999999999990000,00
1080000000000000000,00;4599999999999990000,00;4459999999999990000,00
1100000000000000000,00;4599999999999990000,00;4290000000000000000,00
1120000000000000000,00;4599999999999990000,00;4200000000000000000,00
1140000000000000000,00;4599999999999990000,00;4099999999999990000,00
1160000000000000000,00;4599999999999990000,00;4049999999999990000,00
1180000000000000000,00;4599999999999990000,00;4070000000000000000,00
1200000000000000000,00;4599999999999990000,00;4009999999999990000,00
1220000000000000000,00;4599999999999990000,00;4000000000000000000,00
1240000000000000000,00;4599999999999990000,00;4000000000000000000,00
1260000000000000000,00;4599999999999990000,00;3970000000000000000,00
1280000000000000000,00;4599999999999990000,00;3990000000000000000,00
1300000000000000000,00;4599999999999990000,00;3970000000000000000,00
1320000000000000000,00;4599999999999990000,00;3930000000000000000,00
1340000000000000000,00;4599999999999990000,00;3970000000000000000,00
1360000000000000000,00;4599999999999990000,00;3890000000000000000,00
1380000000000000000,00;4599999999999990000,00;3950000000000000000,00
1400000000000000000,00;4599999999999990000,00;3950000000000000000,00
1420000000000000000,00;4599999999999990000,00;3930000000000000000,00
1440000000000000000,00;4599999999999990000,00;3959999999999990000,00
1460000000000000000,00;4599999999999990000,00;3950000000000000000,00
1480000000000000000,00;4599999999999990000,00;3939999999999990000,00
1500000000000000000,00;4599999999999990000,00;3979999999999990000,00
1520000000000000000,00;4599999999999990000,00;3890000000000000000,00
1540000000000000000,00;4599999999999990000,00;3950000000000000000,00
1560000000000000000,00;4599999999999990000,00;3959999999999990000,00
1580000000000000000,00;4599999999999990000,00;3930000000000000000,00
1600000000000000000,00;4599999999999990000,00;3930000000000000000,00
1620000000000000000,00;4599999999999990000,00;3919999999999990000,00
1640000000000000000,00;4599999999999990000,00;3919999999999990000,00
1660000000000000000,00;4599999999999990000,00;3939999999999990000,00
1680000000000000000,00;4599999999999990000,00;3990000000000000000,00
1700000000000000000,00;4599999999999990000,00;3910000000000000000,00
1720000000000000000,00;4599999999999990000,00;3919999999999990000,00
1740000000000000000,00;4599999999999990000,00;3979999999999990000,00
1760000000000000000,00;4599999999999990000,00;3910000000000000000,00
1780000000000000000,00;4599999999999990000,00;3930000000000000000,00
1800000000000000000,00;4599999999999990000,00;3930000000000000000,00
1820000000000000000,00;4599999999999990000,00;3970000000000000000,00
1840000000000000000,00;4599999999999990000,00;3939999999999990000,00
1860000000000000000,00;4599999999999990000,00;3939999999999990000,00
1880000000000000000,00;4599999999999990000,00;3959999999999990000,00
1900000000000000000,00;4599999999999990000,00;3939999999999990000,00
1920000000000000000,00;4599999999999990000,00;3930000000000000000,00
1940000000000000000,00;4599999999999990000,00;3859999999999990000,00
1960000000000000000,00;4599999999999990000,00;3979999999999990000,00
1980000000000000000,00;4599999999999990000,00;3950000000000000000,00
2000000000000000000,00;6599999999999990000,00;3910000000000000000,00
2020000000000000000,00;6599999999999990000,00;3939999999999990000,00
2040000000000000000,00;6599999999999990000,00;4259999999999990000,00
2060000000000000000,00;6599999999999990000,00;4620000000000000000,00
2080000000000000000,00;6599999999999990000,00;4780000000000000000,00
2100000000000000000,00;6599999999999990000,00;4950000000000000000,00
2120000000000000000,00;6599999999999990000,00;4980000000000000000,00
2140000000000000000,00;6599999999999990000,00;5000000000000000000,00
2160000000000000000,00;6599999999999990000,00;5000000000000000000,00
2180000000000000000,00;6599999999999990000,00;5000000000000000000,00
2200000000000000000,00;6599999999999990000,00;5000000000000000000,00
2220000000000000000,00;6599999999999990000,00;5000000000000000000,00
2240000000000000000,00;6599999999999990000,00;5000000000000000000,00
2260000000000000000,00;6599999999999990000,00;5000000000000000000,00
2280000000000000000,00;6599999999999990000,00;5000000000000000000,00
2300000000000000000,00;6599999999999990000,00;5000000000000000000,00
2320000000000000000,00;6599999999999990000,00;5000000000000000000,00
2340000000000000000,00;6599999999999990000,00;5000000000000000000,00
2360000000000000000,00;6599999999999990000,00;5000000000000000000,00
2380000000000000000,00;6599999999999990000,00;5000000000000000000,00
2400000000000000000,00;6599999999999990000,00;5000000000000000000,00
2420000000000000000,00;6599999999999990000,00;5000000000000000000,00
2440000000000000000,00;6599999999999990000,00;5000000000000000000,00
2460000000000000000,00;6599999999999990000,00;5000000000000000000,00
2480000000000000000,00;6599999999999990000,00;5000000000000000000,00
2500000000000000000,00;6599999999999990000,00;5000000000000000000,00
2520000000000000000,00;6599999999999990000,00;5000000000000000000,00
2540000000000000000,00;6599999999999990000,00;5000000000000000000,00
2560000000000000000,00;6599999999999990000,00;5000000000000000000,00
2580000000000000000,00;6599999999999990000,00;5000000000000000000,00
2600000000000000000,00;6599999999999990000,00;5000000000000000000,00
2620000000000000000,00;6599999999999990000,00;5000000000000000000,00
2640000000000000000,00;6599999999999990000,00;5000000000000000000,00
2660000000000000000,00;6599999999999990000,00;5000000000000000000,00
2680000000000000000,00;6599999999999990000,00;5000000000000000000,00
2700000000000000000,00;6599999999999990000,00;4990000000000000000,00
2720000000000000000,00;6599999999999990000,00;5000000000000000000,00
2740000000000000000,00;6599999999999990000,00;5000000000000000000,00
2760000000000000000,00;6599999999999990000,00;5000000000000000000,00
2780000000000000000,00;6599999999999990000,00;5000000000000000000,00
2800000000000000000,00;6599999999999990000,00;5000000000000000000,00
2820000000000000000,00;6599999999999990000,00;5000000000000000000,00
